Dia de Data Escala de Tempo 1 CE Simp 4;Data Escala de Tempo 1 CE Simp 4;Período Exibido CE Simp 4;Subsistema;Selecione Tipo de CE Simp 4
7 de janeiro de 2000;07/01/2000 00:00:00;Dia;Sul;170,5285
8 de janeiro de 2000;08/01/2000 00:00:00;Dia;Sul;151,3797
9 de janeiro de 2000;09/01/2000 00:00:00;Dia;Sul;132,5669
10 de janeiro de 2000;10/01/2000 00:00:00;Dia;Sul;170,6717
11 de janeiro de 2000;11/01/2000 00:00:00;Dia;Sul;178,4414
12 de janeiro de 2000;12/01/2000 00:00:00;Dia;Sul;178,2118
13 de janeiro de 2000;13/01/2000 00:00:00;Dia;Sul;180,1338
14 de janeiro de 2000;14/01/2000 00:00:00;Dia;Sul;180,7746
15 de janeiro de 2000;15/01/2000 00:00:00;Dia;Sul;154,4619
16 de janeiro de 2000;16/01/2000 00:00:00;Dia;Sul;134,9082
17 de janeiro de 2000;17/01/2000 00:00:00;Dia;Sul;173,6392
18 de janeiro de 2000;18/01/2000 00:00:00;Dia;Sul;180,41695
19 de janeiro de 2000;19/01/2000 00:00:00;Dia;Sul;177,4031
20 de janeiro de 2000;20/01/2000 00:00:00;Dia;Sul;176,7627
21 de janeiro de 2000;21/01/2000 00:00:00;Dia;Sul;177,2755
22 de janeiro de 2000;22/01/2000 00:00:00;Dia;Sul;160,5292
23 de janeiro de 2000;23/01/2000 00:00:00;Dia;Sul;134,7841
24 de janeiro de 2000;24/01/2000 00:00:00;Dia;Sul;171,3047
25 de janeiro de 2000;25/01/2000 00:00:00;Dia;Sul;177,9894
26 de janeiro de 2000;26/01/2000 00:00:00;Dia;Sul;173,5136
27 de janeiro de 2000;27/01/2000 00:00:00;Dia;Sul;170,6922
28 de janeiro de 2000;28/01/2000 00:00:00;Dia;Sul;169,4311
29 de janeiro de 2000;29/01/2000 00:00:00;Dia;Sul;149,1435
30 de janeiro de 2000;30/01/2000 00:00:00;Dia;Sul;130,6112
31 de janeiro de 2000;31/01/2000 00:00:00;Dia;Sul;166,5525
1 de fevereiro de 2000;01/02/2000 00:00:00;Dia;Sul;170,4418
2 de fevereiro de 2000;02/02/2000 00:00:00;Dia;Sul;168,746
3 de fevereiro de 2000;03/02/2000 00:00:00;Dia;Sul;177,4572
4 de fevereiro de 2000;04/02/2000 00:00:00;Dia;Sul;173,4681
5 de fevereiro de 2000;05/02/2000 00:00:00;Dia;Sul;148,644
6 de fevereiro de 2000;06/02/2000 00:00:00;Dia;Sul;130,1053
7 de fevereiro de 2000;07/02/2000 00:00:00;Dia;Sul;168,3461
8 de fevereiro de 2000;08/02/2000 00:00:00;Dia;Sul;175,0092
9 de fevereiro de 2000;09/02/2000 00:00:00;Dia;Sul;177,3377
10 de fevereiro de 2000;10/02/2000 00:00:00;Dia;Sul;179,064
11 de fevereiro de 2000;11/02/2000 00:00:00;Dia;Sul;180,8905
12 de fevereiro de 2000;12/02/2000 00:00:00;Dia;Sul;160,916
13 de fevereiro de 2000;13/02/2000 00:00:00;Dia;Sul;134,9249
14 de fevereiro de 2000;14/02/2000 00:00:00;Dia;Sul;170,3122
15 de fevereiro de 2000;15/02/2000 00:00:00;Dia;Sul;172,9376
16 de fevereiro de 2000;16/02/2000 00:00:00;Dia;Sul;169,3746
17 de fevereiro de 2000;17/02/2000 00:00:00;Dia;Sul;167,9769
18 de fevereiro de 2000;18/02/2000 00:00:00;Dia;Sul;167,4604
19 de fevereiro de 2000;19/02/2000 00:00:00;Dia;Sul;149,9928
20 de fevereiro de 2000;20/02/2000 00:00:00;Dia;Sul;128,5672
21 de fevereiro de 2000;21/02/2000 00:00:00;Dia;Sul;167,705
22 de fevereiro de 2000;22/02/2000 00:00:00;Dia;Sul;174,7239
23 de fevereiro de 2000;23/02/2000 00:00:00;Dia;Sul;175,1151
24 de fevereiro de 2000;24/02/2000 00:00:00;Dia;Sul;178,9194
25 de fevereiro de 2000;25/02/2000 00:00:00;Dia;Sul;180,4682
26 de fevereiro de 2000;26/02/2000 00:00:00;Dia;Sul;160,0277
27 de fevereiro de 2000;27/02/2000 00:00:00;Dia;Sul;134,9932
28 de fevereiro de 2000;28/02/2000 00:00:00;Dia;Sul;173,3583
29 de fevereiro de 2000;29/02/2000 00:00:00;Dia;Sul;176,3473
1 de março de 2000;01/03/2000 00:00:00;Dia;Sul;176,2702
2 de março de 2000;02/03/2000 00:00:00;Dia;Sul;180,0207
3 de março de 2000;03/03/2000 00:00:00;Dia;Sul;178,2927
4 de março de 2000;04/03/2000 00:00:00;Dia;Sul;154,3434
5 de março de 2000;05/03/2000 00:00:00;Dia;Sul;130,791
6 de março de 2000;06/03/2000 00:00:00;Dia;Sul;152,3692
7 de março de 2000;07/03/2000 00:00:00;Dia;Sul;147,1524
8 de março de 2000;08/03/2000 00:00:00;Dia;Sul;162,9591
9 de março de 2000;09/03/2000 00:00:00;Dia;Sul;168,4897
10 de março de 2000;10/03/2000 00:00:00;Dia;Sul;170,5493
11 de março de 2000;11/03/2000 00:00:00;Dia;Sul;152,3616
12 de março de 2000;12/03/2000 00:00:00;Dia;Sul;128,2166
13 de março de 2000;13/03/2000 00:00:00;Dia;Sul;168,8616
14 de março de 2000;14/03/2000 00:00:00;Dia;Sul;176,7466
15 de março de 2000;15/03/2000 00:00:00;Dia;Sul;178,8386
16 de março de 2000;16/03/2000 00:00:00;Dia;Sul;181,5679
17 de março de 2000;17/03/2000 00:00:00;Dia;Sul;181,5423
18 de março de 2000;18/03/2000 00:00:00;Dia;Sul;157,0213
19 de março de 2000;19/03/2000 00:00:00;Dia;Sul;129,81127
20 de março de 2000;20/03/2000 00:00:00;Dia;Sul;169,4097
21 de março de 2000;21/03/2000 00:00:00;Dia;Sul;176,5925
22 de março de 2000;22/03/2000 00:00:00;Dia;Sul;177,5165
23 de março de 2000;23/03/2000 00:00:00;Dia;Sul;179,7755
24 de março de 2000;24/03/2000 00:00:00;Dia;Sul;176,9361
25 de março de 2000;25/03/2000 00:00:00;Dia;Sul;153,8212
26 de março de 2000;26/03/2000 00:00:00;Dia;Sul;129,0249
27 de março de 2000;27/03/2000 00:00:00;Dia;Sul;169,9318
28 de março de 2000;28/03/2000 00:00:00;Dia;Sul;169,0334
29 de março de 2000;29/03/2000 00:00:00;Dia;Sul;166,8081
30 de março de 2000;30/03/2000 00:00:00;Dia;Sul;170,4379
31 de março de 2000;31/03/2000 00:00:00;Dia;Sul;171,4472
1 de abril de 2000;01/04/2000 00:00:00;Dia;Sul;151,8233
2 de abril de 2000;02/04/2000 00:00:00;Dia;Sul;125,0904
3 de abril de 2000;03/04/2000 00:00:00;Dia;Sul;163,8186
4 de abril de 2000;04/04/2000 00:00:00;Dia;Sul;169,3979
5 de abril de 2000;05/04/2000 00:00:00;Dia;Sul;173,7913
6 de abril de 2000;06/04/2000 00:00:00;Dia;Sul;176,4936
7 de abril de 2000;07/04/2000 00:00:00;Dia;Sul;179,1475
8 de abril de 2000;08/04/2000 00:00:00;Dia;Sul;162,194
9 de abril de 2000;09/04/2000 00:00:00;Dia;Sul;137,4713
10 de abril de 2000;10/04/2000 00:00:00;Dia;Sul;178,3912
11 de abril de 2000;11/04/2000 00:00:00;Dia;Sul;180,8553
12 de abril de 2000;12/04/2000 00:00:00;Dia;Sul;176,2822
13 de abril de 2000;13/04/2000 00:00:00;Dia;Sul;173,6746
14 de abril de 2000;14/04/2000 00:00:00;Dia;Sul;174,3693
15 de abril de 2000;15/04/2000 00:00:00;Dia;Sul;156,7374
16 de abril de 2000;16/04/2000 00:00:00;Dia;Sul;132,4407
17 de abril de 2000;17/04/2000 00:00:00;Dia;Sul;170,78566
18 de abril de 2000;18/04/2000 00:00:00;Dia;Sul;172,0727
19 de abril de 2000;19/04/2000 00:00:00;Dia;Sul;170,071
20 de abril de 2000;20/04/2000 00:00:00;Dia;Sul;163,8075
21 de abril de 2000;21/04/2000 00:00:00;Dia;Sul;120,406
22 de abril de 2000;22/04/2000 00:00:00;Dia;Sul;131,3654
23 de abril de 2000;23/04/2000 00:00:00;Dia;Sul;117,5554
24 de abril de 2000;24/04/2000 00:00:00;Dia;Sul;160,9387
25 de abril de 2000;25/04/2000 00:00:00;Dia;Sul;170,8403
26 de abril de 2000;26/04/2000 00:00:00;Dia;Sul;175,0282
27 de abril de 2000;27/04/2000 00:00:00;Dia;Sul;176,94524
28 de abril de 2000;28/04/2000 00:00:00;Dia;Sul;178,2439
29 de abril de 2000;29/04/2000 00:00:00;Dia;Sul;158,1438
30 de abril de 2000;30/04/2000 00:00:00;Dia;Sul;130,6858
1 de maio de 2000;01/05/2000 00:00:00;Dia;Sul;127,7679
2 de maio de 2000;02/05/2000 00:00:00;Dia;Sul;169,0352
3 de maio de 2000;03/05/2000 00:00:00;Dia;Sul;174,388
4 de maio de 2000;04/05/2000 00:00:00;Dia;Sul;175,9734
5 de maio de 2000;05/05/2000 00:00:00;Dia;Sul;176,2683
6 de maio de 2000;06/05/2000 00:00:00;Dia;Sul;146,7076
7 de maio de 2000;07/05/2000 00:00:00;Dia;Sul;120,9769
8 de maio de 2000;08/05/2000 00:00:00;Dia;Sul;162,5227
9 de maio de 2000;09/05/2000 00:00:00;Dia;Sul;168,6243
10 de maio de 2000;10/05/2000 00:00:00;Dia;Sul;168,9936
11 de maio de 2000;11/05/2000 00:00:00;Dia;Sul;168,8521
12 de maio de 2000;12/05/2000 00:00:00;Dia;Sul;171,4424
13 de maio de 2000;13/05/2000 00:00:00;Dia;Sul;151,9133
14 de maio de 2000;14/05/2000 00:00:00;Dia;Sul;123,663
15 de maio de 2000;15/05/2000 00:00:00;Dia;Sul;167,5713
16 de maio de 2000;16/05/2000 00:00:00;Dia;Sul;174,5421
17 de maio de 2000;17/05/2000 00:00:00;Dia;Sul;170,6055
18 de maio de 2000;18/05/2000 00:00:00;Dia;Sul;170,7157
19 de maio de 2000;19/05/2000 00:00:00;Dia;Sul;169,8634
20 de maio de 2000;20/05/2000 00:00:00;Dia;Sul;149,8668
21 de maio de 2000;21/05/2000 00:00:00;Dia;Sul;123,149
22 de maio de 2000;22/05/2000 00:00:00;Dia;Sul;161,9655
23 de maio de 2000;23/05/2000 00:00:00;Dia;Sul;169,4098
24 de maio de 2000;24/05/2000 00:00:00;Dia;Sul;171,8094
25 de maio de 2000;25/05/2000 00:00:00;Dia;Sul;173,0894
26 de maio de 2000;26/05/2000 00:00:00;Dia;Sul;168,8697
27 de maio de 2000;27/05/2000 00:00:00;Dia;Sul;148,9237
28 de maio de 2000;28/05/2000 00:00:00;Dia;Sul;119,8947
29 de maio de 2000;29/05/2000 00:00:00;Dia;Sul;161,1096
30 de maio de 2000;30/05/2000 00:00:00;Dia;Sul;168,8394
31 de maio de 2000;31/05/2000 00:00:00;Dia;Sul;169,5677
1 de junho de 2000;01/06/2000 00:00:00;Dia;Sul;168,1586
2 de junho de 2000;02/06/2000 00:00:00;Dia;Sul;168,9141
3 de junho de 2000;03/06/2000 00:00:00;Dia;Sul;149,34
4 de junho de 2000;04/06/2000 00:00:00;Dia;Sul;123,0598
5 de junho de 2000;05/06/2000 00:00:00;Dia;Sul;166,4527
6 de junho de 2000;06/06/2000 00:00:00;Dia;Sul;174,9792
7 de junho de 2000;07/06/2000 00:00:00;Dia;Sul;176,52
8 de junho de 2000;08/06/2000 00:00:00;Dia;Sul;174,351
9 de junho de 2000;09/06/2000 00:00:00;Dia;Sul;172,5256
10 de junho de 2000;10/06/2000 00:00:00;Dia;Sul;152,928
11 de junho de 2000;11/06/2000 00:00:00;Dia;Sul;124,5536
12 de junho de 2000;12/06/2000 00:00:00;Dia;Sul;166,7407
13 de junho de 2000;13/06/2000 00:00:00;Dia;Sul;171,6036
14 de junho de 2000;14/06/2000 00:00:00;Dia;Sul;174,9953
15 de junho de 2000;15/06/2000 00:00:00;Dia;Sul;175,892
16 de junho de 2000;16/06/2000 00:00:00;Dia;Sul;176,2192
17 de junho de 2000;17/06/2000 00:00:00;Dia;Sul;154,4085
18 de junho de 2000;18/06/2000 00:00:00;Dia;Sul;126,2291
19 de junho de 2000;19/06/2000 00:00:00;Dia;Sul;166,8743
20 de junho de 2000;20/06/2000 00:00:00;Dia;Sul;172,0391
21 de junho de 2000;21/06/2000 00:00:00;Dia;Sul;168,0841
22 de junho de 2000;22/06/2000 00:00:00;Dia;Sul;138,4953
23 de junho de 2000;23/06/2000 00:00:00;Dia;Sul;158,2075
24 de junho de 2000;24/06/2000 00:00:00;Dia;Sul;143,6744
25 de junho de 2000;25/06/2000 00:00:00;Dia;Sul;125,5778
26 de junho de 2000;26/06/2000 00:00:00;Dia;Sul;167,4134
27 de junho de 2000;27/06/2000 00:00:00;Dia;Sul;172,0987
28 de junho de 2000;28/06/2000 00:00:00;Dia;Sul;174,4109
29 de junho de 2000;29/06/2000 00:00:00;Dia;Sul;172,9442
30 de junho de 2000;30/06/2000 00:00:00;Dia;Sul;169,4993
1 de julho de 2000;01/07/2000 00:00:00;Dia;Sul;149,6172
2 de julho de 2000;02/07/2000 00:00:00;Dia;Sul;123,9136
3 de julho de 2000;03/07/2000 00:00:00;Dia;Sul;161,6534
4 de julho de 2000;04/07/2000 00:00:00;Dia;Sul;167,9631
5 de julho de 2000;05/07/2000 00:00:00;Dia;Sul;172,2167
6 de julho de 2000;06/07/2000 00:00:00;Dia;Sul;172,5238
7 de julho de 2000;07/07/2000 00:00:00;Dia;Sul;173,8356
8 de julho de 2000;08/07/2000 00:00:00;Dia;Sul;153,8913
9 de julho de 2000;09/07/2000 00:00:00;Dia;Sul;128,3134
10 de julho de 2000;10/07/2000 00:00:00;Dia;Sul;168,4129
11 de julho de 2000;11/07/2000 00:00:00;Dia;Sul;171,2824
12 de julho de 2000;12/07/2000 00:00:00;Dia;Sul;169,1906
13 de julho de 2000;13/07/2000 00:00:00;Dia;Sul;167,6766
14 de julho de 2000;14/07/2000 00:00:00;Dia;Sul;169,3389
15 de julho de 2000;15/07/2000 00:00:00;Dia;Sul;151,5363
16 de julho de 2000;16/07/2000 00:00:00;Dia;Sul;122,6563
17 de julho de 2000;17/07/2000 00:00:00;Dia;Sul;160,742
18 de julho de 2000;18/07/2000 00:00:00;Dia;Sul;171,67873
19 de julho de 2000;19/07/2000 00:00:00;Dia;Sul;172,1932
20 de julho de 2000;20/07/2000 00:00:00;Dia;Sul;168,1788
21 de julho de 2000;21/07/2000 00:00:00;Dia;Sul;167,1411
22 de julho de 2000;22/07/2000 00:00:00;Dia;Sul;150,9117
23 de julho de 2000;23/07/2000 00:00:00;Dia;Sul;122,3221
24 de julho de 2000;24/07/2000 00:00:00;Dia;Sul;161,2165
25 de julho de 2000;25/07/2000 00:00:00;Dia;Sul;166,2788
26 de julho de 2000;26/07/2000 00:00:00;Dia;Sul;167,1282
27 de julho de 2000;27/07/2000 00:00:00;Dia;Sul;165,6597
28 de julho de 2000;28/07/2000 00:00:00;Dia;Sul;168,0679
29 de julho de 2000;29/07/2000 00:00:00;Dia;Sul;149,0788
30 de julho de 2000;30/07/2000 00:00:00;Dia;Sul;123,8139
31 de julho de 2000;31/07/2000 00:00:00;Dia;Sul;164,6227
1 de agosto de 2000;01/08/2000 00:00:00;Dia;Sul;169,8995
2 de agosto de 2000;02/08/2000 00:00:00;Dia;Sul;169,147
3 de agosto de 2000;03/08/2000 00:00:00;Dia;Sul;170,5043
4 de agosto de 2000;04/08/2000 00:00:00;Dia;Sul;166,9701
5 de agosto de 2000;05/08/2000 00:00:00;Dia;Sul;146,4199
6 de agosto de 2000;06/08/2000 00:00:00;Dia;Sul;120,8522
7 de agosto de 2000;07/08/2000 00:00:00;Dia;Sul;161,8874
8 de agosto de 2000;08/08/2000 00:00:00;Dia;Sul;170,9946
9 de agosto de 2000;09/08/2000 00:00:00;Dia;Sul;171,5467
10 de agosto de 2000;10/08/2000 00:00:00;Dia;Sul;172,1543
11 de agosto de 2000;11/08/2000 00:00:00;Dia;Sul;170,0479
12 de agosto de 2000;12/08/2000 00:00:00;Dia;Sul;148,5117
13 de agosto de 2000;13/08/2000 00:00:00;Dia;Sul;123,0807
14 de agosto de 2000;14/08/2000 00:00:00;Dia;Sul;166,3718
15 de agosto de 2000;15/08/2000 00:00:00;Dia;Sul;173,4744
16 de agosto de 2000;16/08/2000 00:00:00;Dia;Sul;169,8818
17 de agosto de 2000;17/08/2000 00:00:00;Dia;Sul;172,443
18 de agosto de 2000;18/08/2000 00:00:00;Dia;Sul;170,0876
19 de agosto de 2000;19/08/2000 00:00:00;Dia;Sul;149,6802
20 de agosto de 2000;20/08/2000 00:00:00;Dia;Sul;123,3543
21 de agosto de 2000;21/08/2000 00:00:00;Dia;Sul;165,3634
22 de agosto de 2000;22/08/2000 00:00:00;Dia;Sul;172,5878
23 de agosto de 2000;23/08/2000 00:00:00;Dia;Sul;174,768
24 de agosto de 2000;24/08/2000 00:00:00;Dia;Sul;176,0808
25 de agosto de 2000;25/08/2000 00:00:00;Dia;Sul;175,6303
26 de agosto de 2000;26/08/2000 00:00:00;Dia;Sul;152,8388
27 de agosto de 2000;27/08/2000 00:00:00;Dia;Sul;125,5093
28 de agosto de 2000;28/08/2000 00:00:00;Dia;Sul;162,7819
29 de agosto de 2000;29/08/2000 00:00:00;Dia;Sul;167,3826
30 de agosto de 2000;30/08/2000 00:00:00;Dia;Sul;168,1939
31 de agosto de 2000;31/08/2000 00:00:00;Dia;Sul;170,6258
1 de setembro de 2000;01/09/2000 00:00:00;Dia;Sul;168,3216
2 de setembro de 2000;02/09/2000 00:00:00;Dia;Sul;147,4249
3 de setembro de 2000;03/09/2000 00:00:00;Dia;Sul;121,0073
4 de setembro de 2000;04/09/2000 00:00:00;Dia;Sul;158,8147
5 de setembro de 2000;05/09/2000 00:00:00;Dia;Sul;158,5099
6 de setembro de 2000;06/09/2000 00:00:00;Dia;Sul;166,5348
7 de setembro de 2000;07/09/2000 00:00:00;Dia;Sul;133,3296
8 de setembro de 2000;08/09/2000 00:00:00;Dia;Sul;151,5909
9 de setembro de 2000;09/09/2000 00:00:00;Dia;Sul;141,3608
10 de setembro de 2000;10/09/2000 00:00:00;Dia;Sul;123,7935
11 de setembro de 2000;11/09/2000 00:00:00;Dia;Sul;162,3469
12 de setembro de 2000;12/09/2000 00:00:00;Dia;Sul;172,9213
13 de setembro de 2000;13/09/2000 00:00:00;Dia;Sul;173,5698
14 de setembro de 2000;14/09/2000 00:00:00;Dia;Sul;174,3162
15 de setembro de 2000;15/09/2000 00:00:00;Dia;Sul;170,9467
16 de setembro de 2000;16/09/2000 00:00:00;Dia;Sul;150,6889
17 de setembro de 2000;17/09/2000 00:00:00;Dia;Sul;125,1127
18 de setembro de 2000;18/09/2000 00:00:00;Dia;Sul;167,4652
19 de setembro de 2000;19/09/2000 00:00:00;Dia;Sul;174,0102
20 de setembro de 2000;20/09/2000 00:00:00;Dia;Sul;167,4931
21 de setembro de 2000;21/09/2000 00:00:00;Dia;Sul;177,021
22 de setembro de 2000;22/09/2000 00:00:00;Dia;Sul;172,3088
23 de setembro de 2000;23/09/2000 00:00:00;Dia;Sul;150,9911
24 de setembro de 2000;24/09/2000 00:00:00;Dia;Sul;125,573
25 de setembro de 2000;25/09/2000 00:00:00;Dia;Sul;158,9453
26 de setembro de 2000;26/09/2000 00:00:00;Dia;Sul;165,8019
27 de setembro de 2000;27/09/2000 00:00:00;Dia;Sul;168,5559
28 de setembro de 2000;28/09/2000 00:00:00;Dia;Sul;170,5665
29 de setembro de 2000;29/09/2000 00:00:00;Dia;Sul;172,6711
30 de setembro de 2000;30/09/2000 00:00:00;Dia;Sul;151,954
1 de outubro de 2000;01/10/2000 00:00:00;Dia;Sul;121,0634
2 de outubro de 2000;02/10/2000 00:00:00;Dia;Sul;167,4697
3 de outubro de 2000;03/10/2000 00:00:00;Dia;Sul;176,5281
4 de outubro de 2000;04/10/2000 00:00:00;Dia;Sul;178,2967
5 de outubro de 2000;05/10/2000 00:00:00;Dia;Sul;171,5831
6 de outubro de 2000;06/10/2000 00:00:00;Dia;Sul;168,9083
7 de outubro de 2000;07/10/2000 00:00:00;Dia;Sul;149,6576
8 de outubro de 2000;08/10/2000 00:00:00;Dia;Sul;124,21168696
9 de outubro de 2000;09/10/2000 00:00:00;Dia;Sul;170,4138
10 de outubro de 2000;10/10/2000 00:00:00;Dia;Sul;176,2936
11 de outubro de 2000;11/10/2000 00:00:00;Dia;Sul;173,8195
12 de outubro de 2000;12/10/2000 00:00:00;Dia;Sul;143,6294
13 de outubro de 2000;13/10/2000 00:00:00;Dia;Sul;163,4556
14 de outubro de 2000;14/10/2000 00:00:00;Dia;Sul;148,2464
15 de outubro de 2000;15/10/2000 00:00:00;Dia;Sul;124,7749
16 de outubro de 2000;16/10/2000 00:00:00;Dia;Sul;168,1905
17 de outubro de 2000;17/10/2000 00:00:00;Dia;Sul;176,6339
18 de outubro de 2000;18/10/2000 00:00:00;Dia;Sul;177,3069
19 de outubro de 2000;19/10/2000 00:00:00;Dia;Sul;178,8528
20 de outubro de 2000;20/10/2000 00:00:00;Dia;Sul;177,6569
21 de outubro de 2000;21/10/2000 00:00:00;Dia;Sul;157,4989
22 de outubro de 2000;22/10/2000 00:00:00;Dia;Sul;132,278
23 de outubro de 2000;23/10/2000 00:00:00;Dia;Sul;173,5941
24 de outubro de 2000;24/10/2000 00:00:00;Dia;Sul;176,9824
25 de outubro de 2000;25/10/2000 00:00:00;Dia;Sul;177,9936
26 de outubro de 2000;26/10/2000 00:00:00;Dia;Sul;179,7442
27 de outubro de 2000;27/10/2000 00:00:00;Dia;Sul;177,3968
28 de outubro de 2000;28/10/2000 00:00:00;Dia;Sul;152,9146
29 de outubro de 2000;29/10/2000 00:00:00;Dia;Sul;125,5632
30 de outubro de 2000;30/10/2000 00:00:00;Dia;Sul;166,375
31 de outubro de 2000;31/10/2000 00:00:00;Dia;Sul;176,2559
1 de novembro de 2000;01/11/2000 00:00:00;Dia;Sul;177,7252
2 de novembro de 2000;02/11/2000 00:00:00;Dia;Sul;139,9287
3 de novembro de 2000;03/11/2000 00:00:00;Dia;Sul;158,4925
4 de novembro de 2000;04/11/2000 00:00:00;Dia;Sul;147,5799
5 de novembro de 2000;05/11/2000 00:00:00;Dia;Sul;127,1105
6 de novembro de 2000;06/11/2000 00:00:00;Dia;Sul;168,0272
7 de novembro de 2000;07/11/2000 00:00:00;Dia;Sul;177,3774
8 de novembro de 2000;08/11/2000 00:00:00;Dia;Sul;177,2375
9 de novembro de 2000;09/11/2000 00:00:00;Dia;Sul;179,838
10 de novembro de 2000;10/11/2000 00:00:00;Dia;Sul;176,3529
11 de novembro de 2000;11/11/2000 00:00:00;Dia;Sul;155,9634
12 de novembro de 2000;12/11/2000 00:00:00;Dia;Sul;127,9228
13 de novembro de 2000;13/11/2000 00:00:00;Dia;Sul;168,1016
14 de novembro de 2000;14/11/2000 00:00:00;Dia;Sul;172,0963
15 de novembro de 2000;15/11/2000 00:00:00;Dia;Sul;138,5352
16 de novembro de 2000;16/11/2000 00:00:00;Dia;Sul;165,2599
17 de novembro de 2000;17/11/2000 00:00:00;Dia;Sul;170,7426
18 de novembro de 2000;18/11/2000 00:00:00;Dia;Sul;151,9742
19 de novembro de 2000;19/11/2000 00:00:00;Dia;Sul;128,1101
20 de novembro de 2000;20/11/2000 00:00:00;Dia;Sul;171,78
21 de novembro de 2000;21/11/2000 00:00:00;Dia;Sul;177,1806
22 de novembro de 2000;22/11/2000 00:00:00;Dia;Sul;181,7357
23 de novembro de 2000;23/11/2000 00:00:00;Dia;Sul;188,684
24 de novembro de 2000;24/11/2000 00:00:00;Dia;Sul;184,8532
25 de novembro de 2000;25/11/2000 00:00:00;Dia;Sul;154,3247
26 de novembro de 2000;26/11/2000 00:00:00;Dia;Sul;127,9806
27 de novembro de 2000;27/11/2000 00:00:00;Dia;Sul;178,0319
28 de novembro de 2000;28/11/2000 00:00:00;Dia;Sul;185,6599
29 de novembro de 2000;29/11/2000 00:00:00;Dia;Sul;180,2515
30 de novembro de 2000;30/11/2000 00:00:00;Dia;Sul;175,4996
1 de dezembro de 2000;01/12/2000 00:00:00;Dia;Sul;172,097
2 de dezembro de 2000;02/12/2000 00:00:00;Dia;Sul;153,1994
3 de dezembro de 2000;03/12/2000 00:00:00;Dia;Sul;130,8589
4 de dezembro de 2000;04/12/2000 00:00:00;Dia;Sul;171,1122
5 de dezembro de 2000;05/12/2000 00:00:00;Dia;Sul;175,1237
6 de dezembro de 2000;06/12/2000 00:00:00;Dia;Sul;176,3911
7 de dezembro de 2000;07/12/2000 00:00:00;Dia;Sul;182,0371
8 de dezembro de 2000;08/12/2000 00:00:00;Dia;Sul;185,1346
9 de dezembro de 2000;09/12/2000 00:00:00;Dia;Sul;169,0937
10 de dezembro de 2000;10/12/2000 00:00:00;Dia;Sul;141,8462
11 de dezembro de 2000;11/12/2000 00:00:00;Dia;Sul;184,3993
12 de dezembro de 2000;12/12/2000 00:00:00;Dia;Sul;194,239
13 de dezembro de 2000;13/12/2000 00:00:00;Dia;Sul;194,4681
14 de dezembro de 2000;14/12/2000 00:00:00;Dia;Sul;191,6967
15 de dezembro de 2000;15/12/2000 00:00:00;Dia;Sul;188,2079
16 de dezembro de 2000;16/12/2000 00:00:00;Dia;Sul;159,4987
17 de dezembro de 2000;17/12/2000 00:00:00;Dia;Sul;130,8225
18 de dezembro de 2000;18/12/2000 00:00:00;Dia;Sul;171,1479
19 de dezembro de 2000;19/12/2000 00:00:00;Dia;Sul;181,164
20 de dezembro de 2000;20/12/2000 00:00:00;Dia;Sul;184,6464
21 de dezembro de 2000;21/12/2000 00:00:00;Dia;Sul;181,9275
22 de dezembro de 2000;22/12/2000 00:00:00;Dia;Sul;169,9183
23 de dezembro de 2000;23/12/2000 00:00:00;Dia;Sul;152,6854
24 de dezembro de 2000;24/12/2000 00:00:00;Dia;Sul;131,7334
25 de dezembro de 2000;25/12/2000 00:00:00;Dia;Sul;121,9577
26 de dezembro de 2000;26/12/2000 00:00:00;Dia;Sul;164,4389
27 de dezembro de 2000;27/12/2000 00:00:00;Dia;Sul;170,2889
28 de dezembro de 2000;28/12/2000 00:00:00;Dia;Sul;165,398
29 de dezembro de 2000;29/12/2000 00:00:00;Dia;Sul;162,3719
30 de dezembro de 2000;30/12/2000 00:00:00;Dia;Sul;145,121
31 de dezembro de 2000;31/12/2000 00:00:00;Dia;Sul;126,44264
1 de janeiro de 2001;01/01/2001 00:00:00;Dia;Sul;118,20897
2 de janeiro de 2001;02/01/2001 00:00:00;Dia;Sul;162,7125
3 de janeiro de 2001;03/01/2001 00:00:00;Dia;Sul;176,9041
4 de janeiro de 2001;04/01/2001 00:00:00;Dia;Sul;181,0361
5 de janeiro de 2001;05/01/2001 00:00:00;Dia;Sul;185,5756
6 de janeiro de 2001;06/01/2001 00:00:00;Dia;Sul;164,0381
7 de janeiro de 2001;07/01/2001 00:00:00;Dia;Sul;139,2257
8 de janeiro de 2001;08/01/2001 00:00:00;Dia;Sul;178,6302
9 de janeiro de 2001;09/01/2001 00:00:00;Dia;Sul;187,0742
10 de janeiro de 2001;10/01/2001 00:00:00;Dia;Sul;188,3542
11 de janeiro de 2001;11/01/2001 00:00:00;Dia;Sul;179,7181
12 de janeiro de 2001;12/01/2001 00:00:00;Dia;Sul;172,9331
13 de janeiro de 2001;13/01/2001 00:00:00;Dia;Sul;156,3589
14 de janeiro de 2001;14/01/2001 00:00:00;Dia;Sul;134,4814
15 de janeiro de 2001;15/01/2001 00:00:00;Dia;Sul;177,0329
16 de janeiro de 2001;16/01/2001 00:00:00;Dia;Sul;185,7716
17 de janeiro de 2001;17/01/2001 00:00:00;Dia;Sul;189,245
18 de janeiro de 2001;18/01/2001 00:00:00;Dia;Sul;190,9822
